veh_value,exposure,clm,numclaims,claimsize,veh_body,veh_age,gender,area,agecat,valcat
2.28,.843258042434172,1,2,427.459999084473,STNWG,2,M,A,3,1
1.11,.804928131413362,1,1,1318.62999725342,SEDAN,3,M,A,1,1
1.3,.908966461327509,1,1,888.819999694824,HDTOP,4,F,A,2,1
2.12,.449007529088703,1,1,2279.09362792969,STNWG,3,F,D,3,1
4.18,.514715947974764,1,1,3566.21999359131,STNWG,2,M,E,2,2
2.45,.396988364132994,1,1,389.949999809265,SEDAN,1,M,F,3,1
.85,.396988364132994,1,1,566.179999351501,SEDAN,3,F,C,4,1
2.105,.396988364132994,1,1,1493.94999694824,UTE,1,M,C,5,1
1.68,.279260780287188,1,1,200,HBACK,2,F,A,3,1
2.25,.813141683771391,1,1,1528.03999710083,SEDAN,4,M,A,6,1
3.43,.1806981519494,1,1,345,STNWG,2,F,B,3,2
1.97,.553045859000122,1,1,3286.11999511719,SEDAN,2,F,A,5,1
1.85,.818617385346442,1,2,1724.69999885559,HBACK,2,F,C,5,1
1.26,.999315537295843,1,1,341.129999637604,HBACK,2,F,D,2,1
4.47,.396988364132994,1,1,2110.46999740601,STNWG,2,M,D,5,2
2.05,.572210814505524,1,2,10675.0899810791,STNWG,4,M,A,1,1
.95,.802190280628565,1,1,4437.31999206543,SEDAN,4,F,A,3,1
1.67,.845995893221698,1,1,451,HDTOP,4,F,E,3,1
2.02,.802190280628565,1,2,5997.13999176025,SEDAN,2,F,A,5,1
1.09,.821355236132376,1,2,567.729999542236,SEDAN,3,F,C,4,1
.93,.895277207389881,1,1,705.909999847412,HBACK,3,F,D,4,1
.95,.821355236133968,1,1,1044.95999908447,SEDAN,4,F,B,4,1
.99,.821355236133968,1,1,655.119999885559,SEDAN,3,F,A,4,1
1.53,.396988364132994,1,2,965.949999332428,STNWG,4,M,C,1,1
.72,.34223134838976,1,1,1700.29999923706,SEDAN,4,F,B,3,1
1.62,.394250513345469,1,1,475.279999732971,HBACK,2,F,C,2,1
.84,.79945242984104,1,1,314.689998626709,HBACK,3,F,C,4,1
1.07,.815879534558917,1,2,10884.119972229,SEDAN,4,F,B,3,1
3.199,.681724845993813,1,1,279.409999847412,STNWG,1,F,F,3,2
1.36,.9993155373013,1,1,882.64999961853,HBACK,2,F,C,4,1
2.099,.9993155373013,1,1,960.129999160767,HBACK,1,M,C,2,1
2.19,.700889801504673,1,1,2077.09999847412,STNWG,4,F,D,2,1
2,.183436002736926,1,1,1423.2799987793,HBACK,1,F,A,2,1
4.28,.21081451060769,1,1,773.199998855591,STNWG,2,M,F,2,2
1.95,.802190280628167,1,1,227.238181889057,SEDAN,1,F,B,3,1
3.38,.999315537299481,1,1,389.949999809265,UTE,1,F,F,2,2
.85,.292950034221178,1,1,7014.88998413086,SEDAN,4,F,C,4,1
1.44,.481861738531734,1,1,200,SEDAN,2,F,B,2,1
1.43,.769336071178259,1,1,353.799999713898,STNWG,4,F,C,2,1
.85,.287474332646127,1,1,9858.42999267578,SEDAN,4,M,A,4,1
2.03,.769336071178259,1,1,353.799999713898,STNWG,3,F,C,3,1
2.16,.481861738534462,1,1,724.619998931885,STNWG,3,M,A,2,1
2.03,.1806981519494,1,1,1443.98999786377,MIBUS,4,M,B,5,1
1.68,.818617385346442,1,2,400,HBACK,3,F,A,4,1
4.34,.818617385346442,1,1,2560.90999603271,STNWG,2,M,C,5,2
.9,.818617385346442,1,1,389.949999809265,HDTOP,4,M,E,4,1
1.4,.999315537295843,1,1,200,HBACK,1,M,C,3,1
1.22,.769336071178259,1,1,353.799999713898,STNWG,4,M,D,2,1
1.98,.79945242984104,1,1,413.179999828339,STNWG,4,F,C,3,1
1.98,.930869267616799,1,1,200,HBACK,1,F,C,2,1
1.47,.903490759752458,1,1,1043.39999961853,SEDAN,3,F,C,3,1
1.27,.744695414094167,1,1,1009.40999984741,HBACK,1,F,B,4,1
1.03,.550308008212596,1,1,1395.91999816895,HBACK,2,F,A,4,1
1.47,.394250513345469,1,1,353.769999980927,HBACK,1,F,B,3,1
2.61,.845995893221698,1,1,5003.92999267578,STNWG,4,M,F,3,2
1.55,.769336071183943,1,1,200,HBACK,2,M,B,4,1
2.53,.553045859000122,1,1,415.029999732971,STNWG,2,F,B,4,2
.99,.394250513345469,1,1,2205.82999801636,HBACK,2,F,A,2,1
1.71,.668035592054366,1,1,200,HBACK,2,F,A,1,1
4.45,.761122518815682,1,1,838.179998397827,STNWG,1,M,C,3,2
1.82,.900752908964932,1,1,1439.81999969482,SEDAN,2,F,C,6,1
.47,.131416837781217,1,1,2003.86999893188,HBACK,4,F,C,5,1
3.33,.188911704311977,1,1,390,UTE,2,M,E,1,2
1.56,.468172484597744,1,1,4166.89999389648,SEDAN,3,M,B,4,1
3.37,.522929500337341,1,2,2851.74999809265,TRUCK,2,M,C,6,2
.75,.528405201912392,1,1,1174.80999946594,HBACK,3,M,D,6,1
1.34,.531143052699917,1,1,7806.67999267578,SEDAN,3,F,B,4,1
1.47,.528405201912392,1,1,1011.33999824524,SEDAN,2,F,E,4,1
3.24,.528405201912392,1,1,3117.72999572754,STNWG,2,F,B,4,2
.81,.525667351124866,1,1,1348.06999969482,HBACK,4,F,C,3,1
1.36,.473648186172795,1,1,389.949999809265,SEDAN,4,F,F,4,1
1.45,.312114989730219,1,1,202.535500049591,SEDAN,3,M,A,4,1
1.19,.898015058177407,1,1,1443.10999679565,HBACK,2,F,E,2,1
1.47,.47091033538527,1,1,500,HDTOP,4,F,E,2,1
3.2,.0958247775488417,1,1,465,UTE,2,F,E,3,2
1.95,.522929500337341,1,1,300.199999809265,SEDAN,3,M,B,3,1
.72,.525667351124866,1,1,1112.88999938965,HBACK,4,F,E,3,1
1.88,.522929500337341,1,1,200,SEDAN,3,F,A,1,1
1.6,.799452429837402,1,1,806.939998626709,HDTOP,4,M,B,2,1
1.59,.522929500337341,1,1,389.949999809265,SEDAN,4,F,E,4,1
.83,.810403832983866,1,1,2723.03999328613,STNWG,4,F,D,2,1
.88,.188911704311977,1,1,4450.03997802734,HBACK,3,M,A,1,1
1.81,.205338809033492,1,1,389.949999809265,TRUCK,4,M,E,5,1
0,.9993155373013,1,1,12001.4899902344,TRUCK,1,M,A,5,1
2.36,.810403832989323,1,1,369.179999828339,UTE,3,M,E,1,1
4.08,.364134154686326,1,1,660.89999961853,STNWG,2,F,F,2,2
1.36,.391512662557943,1,1,1593.82999801636,HBACK,1,F,C,2,1
1.73,.391512662557147,1,1,764.64999961853,SEDAN,2,F,B,3,1
.5,.205338809033492,1,1,2401.07998657227,HBACK,4,F,B,3,1
2.45,.783025325115887,1,1,2099.08999633789,HDTOP,1,M,C,6,1
2.23,.391512662557489,1,1,389.949999809265,STNWG,3,F,F,2,1
1.45,.227241615331877,1,1,1409.97999954224,SEDAN,3,F,A,1,1
3.25,.205338809033492,1,1,450,UTE,2,M,E,2,2
1.77,.851471594796749,1,1,4785.75,STNWG,4,M,B,2,1
.72,.520191649549815,1,1,281.5,HBACK,3,F,C,6,1
1.87,.0191649555097797,1,1,25594.219909668,SEDAN,1,M,C,6,1
1.62,.520191649549815,1,1,881.089998245239,SEDAN,2,M,C,3,1
.71,.287474332646127,1,1,12785.8999633789,HBACK,4,M,C,2,1
1.59,.479123887747846,1,1,367.729999542236,MIBUS,4,F,C,3,1
1.78,.807665982203616,1,1,1522.68999862671,SEDAN,2,F,A,2,1
.35,.867898699514626,1,1,200,SEDAN,4,F,A,6,1
.69,.624229979460836,1,1,345,HBACK,4,F,A,2,1
1.71,.459958932235168,1,1,3634.61999511719,HBACK,3,F,B,2,1
4.369,.451745379876229,1,1,672.179999351501,PANVN,1,M,C,4,2
3.86,.169746748801117,1,1,410.839999675751,HDTOP,2,F,D,5,2
3.25,.544832306637545,1,1,945.279998779297,STNWG,1,F,A,3,2
1.82,.51745379876229,1,1,758.709999084473,STNWG,4,M,D,2,1
2.93,.388774811770418,1,1,458.75,SEDAN,1,M,B,1,2
.97,.451745379875831,1,1,22405.4399414063,TRUCK,4,M,D,6,1
1.58,.147843942504551,1,1,2983.06999969482,HBACK,2,F,A,4,1
1.41,.999315537297662,1,1,867.869998931885,SEDAN,2,M,A,6,1
.41,.32306639287799,1,1,1728.80999755859,HBACK,4,F,A,5,1
1.57,.999315537297662,1,1,353.799999713898,STNWG,4,M,D,5,1
1.24,.670773442841892,1,1,1273.15998840332,SEDAN,3,F,A,4,1
1.81,.292950034221178,1,1,262.299999952316,HDTOP,3,F,B,3,1
3.3,.824093086921494,1,1,353.769999980927,STNWG,1,F,A,3,2
2.2,.807665982199978,1,1,14011.9499816895,HDTOP,3,M,C,2,1
1.55,.388774811770418,1,1,2163.94999694824,SEDAN,2,M,E,3,1
1.58,.824093086921494,1,1,680.609999656677,STNWG,3,F,C,1,1
1.31,.752908966460382,1,1,387.269999980927,STNWG,4,M,B,3,1
1.26,.854209445584274,1,1,1049.359998703,HBACK,2,M,B,2,1
1.61,.854209445584274,1,1,353.769999980927,STNWG,2,F,D,3,1
1.39,.791238877478463,1,1,774.39999961853,HBACK,3,M,B,1,1
.77,.752908966460382,1,1,1335.43999862671,HBACK,4,F,D,2,1
.97,.51745379876229,1,1,7222.15998840332,SEDAN,3,M,E,4,1
.49,.15605749486491,1,1,925.449081420898,HBACK,4,F,B,5,1
1.14,.51745379876229,1,1,3997.60999298096,SEDAN,3,F,D,4,1
.9,.51745379876229,1,1,4801.69999694824,HBACK,3,F,B,4,1
1.47,.208076659821018,1,1,405.049999713898,STNWG,3,F,A,3,1
.72,.791238877478463,1,1,6794.41999816895,HBACK,4,F,C,1,1
1.6,.752908966460382,1,1,409,HDTOP,3,F,F,2,1
2.14,.386036960982892,1,1,657.799999237061,SEDAN,1,F,D,4,1
1.01,.804928131412453,1,1,200,SEDAN,3,M,B,5,1
3,.750171115672856,1,1,698.639999389648,STNWG,1,F,D,1,2
.7,.369609856260979,1,1,6301.01997375488,STNWG,4,F,C,3,1
2.7,.788501026690938,1,1,3998.37999725342,HDTOP,2,F,B,4,2
1.68,.815879534558917,1,1,1212.03999900818,HBACK,3,F,A,6,1
1.17,.813141683771391,1,1,756.39999961853,SEDAN,3,F,C,5,1
1.74,.810403832983866,1,1,200,HBACK,3,F,A,6,1
2.67,.347707049964811,1,1,626.099999427795,SEDAN,1,M,C,4,2
2.57,.810403832983866,1,1,1424.5,SEDAN,2,M,C,4,2
1.4,.747433264885331,1,1,1479.23999786377,SEDAN,3,F,E,6,1
.95,.810403832983866,1,1,930.14999961853,SEDAN,4,F,B,4,1
.73,.813141683771391,1,1,1135.67999839783,SEDAN,4,M,A,3,1
1.26,.815879534558917,1,1,2809.35999298096,HDTOP,4,M,D,1,1
.99,.810403832987504,1,1,840.839996337891,SEDAN,4,F,A,4,1
.77,.810403832983866,1,1,245,HBACK,3,F,B,5,1
1.39,.810403832988186,1,1,920.419998168945,SEDAN,3,M,B,2,1
1.39,.188911704311067,1,1,856.769998550415,HBACK,1,F,C,6,1
.84,.769336071178259,1,1,200,HBACK,3,F,B,2,1
1.42,.810403832983866,1,1,3679.00999450684,UTE,3,F,E,2,1
1.63,.804928131416091,1,1,5969.79998779297,SEDAN,2,F,A,2,1
1.399,.999315537295843,1,1,755.379999160767,HBACK,1,F,B,5,1
.73,.813141683771391,1,1,3290.55999755859,HBACK,4,M,B,5,1
2.08,.815879534558917,1,1,582.279999732971,SEDAN,2,F,B,4,1
3.86,.366872005472487,1,1,3152.59999847412,HDTOP,2,M,A,4,2
2.66,.750171115667399,1,2,2888.8099937439,SEDAN,1,M,A,2,2
2.92,.383299110195367,1,1,2852.39999389648,STNWG,3,M,A,4,2
1.47,.501026694044015,1,1,648.099999427795,SEDAN,3,M,C,3,1
5.499,.750171115672856,1,1,567.509999275208,STNWG,1,M,D,3,3
1.45,.528405201911994,1,1,12842.7199707031,HBACK,2,F,C,3,1
1.52,.788501026690938,1,1,3619.97999572754,SEDAN,3,M,B,3,1
.98,.74195756331028,1,1,200,UTE,4,M,C,1,1
3.51,.829568788496545,1,1,353.769999980927,PANVN,2,M,C,4,2
2.56,.788501026690938,1,1,1412.71999740601,SEDAN,1,F,C,3,2
1.64,.569472963717999,1,1,2090.64999771118,UTE,4,M,E,1,1
1.32,.706365503079326,1,1,200,STNWG,4,F,B,2,1
1.97,.383299110195367,1,1,200,SEDAN,2,F,A,3,1
.87,.722792607797601,1,1,200,SEDAN,3,F,B,2,1
1.1,.859685147159325,1,3,1199.67000007629,SEDAN,3,F,A,2,1
.82,.383299110195367,1,1,730,SEDAN,4,F,C,2,1
1.47,.783025325115887,1,1,200,SEDAN,3,F,B,1,1
2.77,.169746748801117,1,1,200,STNWG,3,M,B,4,2
1.74,.802190280628565,1,1,1927.16999816895,SEDAN,2,F,A,3,1
.43,.731006160159779,1,1,1286.58999633789,MIBUS,4,F,B,2,1
1.03,.114989733058792,1,1,430.200998783112,STNWG,4,F,A,2,1
.96,.785763175903412,1,1,589.23999786377,SEDAN,4,F,C,4,1
2.56,.344969199176887,1,1,1986.07999801636,SEDAN,2,F,C,1,2
2.14,.739219712522754,1,1,1609.34999847412,HBACK,1,F,A,2,1
.4,.0657084188906083,1,1,367.729999542236,SEDAN,4,F,B,6,1
1.77,.939082819979376,1,1,696.689999580383,STNWG,2,M,C,5,1
1.36,.0711841204647499,1,1,1296.26999664307,SEDAN,2,F,A,3,1
2.5485,.9993155373013,1,1,633.349999427795,SEDAN,1,M,C,6,2
.62,.522929500336943,1,1,2188.67998886108,STNWG,4,M,B,5,1
1.36,.80766598220066,1,1,4241.95999908447,HBACK,2,M,A,6,1
.71,.0657084188906083,1,1,1836.97999954224,TRUCK,4,M,B,2,1
.39,.807665982203616,1,1,2333.76999664307,SEDAN,4,M,C,6,1
.54,.791238877478463,1,1,200,SEDAN,4,F,D,3,1
3.99,.936344969195488,1,1,1633.41999816895,MCARA,2,M,A,6,2
1.83,.136892539356268,1,1,869.839998245239,SEDAN,1,F,A,6,1
.45,.939082819983014,1,1,254.539999961853,STNWG,4,F,A,3,1
1.93,.807665982199978,1,1,353.799999713898,STNWG,4,F,C,4,1
1.07,.191649555097683,1,1,345,HBACK,3,F,C,3,1
1.36,.802190280623108,1,1,200,HBACK,2,M,A,3,1
1.17,.739219712522754,1,1,390,HBACK,2,F,D,4,1
4.5,.733744010947703,1,1,503.639999389648,TRUCK,1,M,D,2,2
2.65,.213552361396069,1,1,989.639999389648,SEDAN,1,F,D,5,2
1.87,.399726214920122,1,1,6127.96998596191,HBACK,2,F,A,2,1
2.04,.739219712518207,1,1,390,STNWG,3,M,F,5,1
1.77,.372347707048903,1,1,454.569999694824,SEDAN,2,F,A,1,1
2.22,.68993839835457,1,1,2447.0299987793,SEDAN,1,F,A,4,1
1.85,.785763175903412,1,1,3185.32999420166,HBACK,2,M,C,2,1
.52,.887063655027305,1,1,353.769999980927,STNWG,4,M,A,2,1
1.91,.112251882272176,1,1,726.429998397827,HBACK,2,F,A,4,1
1.81,.785763175903412,1,1,1144.7799987793,SEDAN,3,M,C,2,1
3.16,.862422997939575,1,1,1585.06999969482,STNWG,2,M,A,2,2
1.45,.377823408623954,1,1,353.769999980927,UTE,3,M,B,4,1
4.73,.736481861735228,1,1,329.019999980927,STNWG,1,F,B,4,2
2.4,.83230663928407,1,1,1241.18999862671,STNWG,4,F,F,2,1
.86,.865160848727101,1,1,6252.7536315918,HBACK,4,F,C,4,1
.67,.804928131416091,1,1,200,SEDAN,4,F,C,3,1
4.44,.813141683771391,1,1,1465.50999832153,SEDAN,4,M,A,4,2
.58,.194387405885209,1,1,367.729999542236,STNWG,4,F,B,4,1
1.07,.804928131416091,1,1,606.069999694824,SEDAN,3,M,C,6,1
1.57,.783025325112249,1,2,1493.2899980545,SEDAN,2,F,F,3,1
1.04,.821355236133968,1,1,3550.25,HBACK,2,F,D,1,1
3.44,.736481861735228,1,1,353.769999980927,TRUCK,2,F,F,4,2
1.44,.375085557836428,1,1,472.449998855591,TRUCK,2,M,A,1,1
4.05,.114989733059303,1,1,847.979999542236,STNWG,2,M,C,2,2
1.79,.416153319641637,1,1,345,STNWG,4,F,C,1,1
4.53,.79945242984104,1,1,1597.78999710083,STNWG,2,F,A,2,2
.57,.678986995204468,1,1,667.119998931885,TRUCK,4,F,C,4,1
1.23,.752908966459984,1,1,200,COUPE,4,F,A,4,1
1.3,.104038329910509,1,1,367.729999542236,HBACK,2,F,A,2,1
3.1,.941820670770539,1,1,353.799999713898,STNWG,3,M,C,3,2
2.02,.941820670770539,1,2,1804.9899969101,SEDAN,2,M,E,4,1
.85,.941820670770539,1,1,5830.48999023438,COUPE,4,F,C,5,1
2.04,.342231348389362,1,1,18291.469909668,HBACK,2,F,B,3,1
1.95,.19986310746026,1,1,487.529999732971,SEDAN,2,F,A,4,1
1.42,.566735112930473,1,2,1200.37999916077,HBACK,3,F,A,5,1
1.36,.796714579053514,1,1,755.769998550415,HBACK,2,F,A,3,1
1.31,.79945242984104,1,1,450.839996337891,STNWG,4,M,D,3,1
1.38,.892539356602356,1,1,766.689998626709,HBACK,2,F,A,3,1
1.66,.19986310746026,1,1,779.189998626709,STNWG,3,M,A,4,1
1.55,.736481861729771,1,1,7131.28999328613,SEDAN,2,M,A,4,1
2.83,.736481861735228,1,1,2285.84999847412,HDTOP,2,F,B,4,2
.84,.221765913756826,1,1,427.269999980927,HBACK,3,F,D,5,1
3.03,.783025325115887,1,3,2716.1399974823,STNWG,2,F,A,4,2
2.18,.780287474331999,1,1,200,SEDAN,2,M,C,6,1
1.68,.892539356602356,1,2,3006.1699962616,SEDAN,2,F,C,4,1
1.6,.783025325115887,1,1,534.789999961853,SEDAN,1,M,A,2,1
1.21,.514715947978402,1,1,414.849999904633,HBACK,2,F,E,6,1
1.86,.344969199176887,1,1,353.769999980927,STNWG,4,M,D,4,1
3.57,.484599589319259,1,1,389.949999809265,UTE,1,F,D,5,2
2.89,.514715947974764,1,1,408.949999809265,STNWG,3,F,E,3,2
3.199,.369609856261377,1,1,813.569999694824,STNWG,1,M,A,4,2
2.32,.681724845991994,1,1,231.019999980927,STNWG,3,M,B,5,1
1.4,.106776180698034,1,1,1904.38999938965,HBACK,1,F,B,1,1
1.81,.892539356602356,1,2,2837.78999900818,PANVN,3,F,C,1,1
.43,.202600958245966,1,1,1525.92999649048,SEDAN,4,F,B,4,1
1.4,.344969199176887,1,1,1161.51999855042,STNWG,4,M,C,3,1
.43,.459958932235168,1,1,741.629999160767,HBACK,4,F,B,4,1
1.24,.511978097187239,1,1,1774.18999862671,HBACK,2,F,E,3,1
1.87,.944558521558065,1,1,353.769999980927,TRUCK,3,M,B,2,1
1.54,.944558521558065,1,1,353.769999980927,SEDAN,2,F,B,4,1
2.9,.733744010947703,1,1,418.179999828339,SEDAN,1,M,D,6,2
1.37,.550308008212596,1,1,384.5,STNWG,4,M,C,4,1
1.52,.728268309372652,1,1,466.14999961853,SEDAN,2,F,C,4,1
1.34,.112251882272176,1,1,2613.40999603271,UTE,3,M,D,1,1
2.7,.87063655030579,1,2,2216.64999771118,STNWG,2,F,B,2,2
2.86,.465434633809025,1,1,657.349999427795,SEDAN,1,F,C,1,2
1.42,.733744010947703,1,1,200,SEDAN,3,F,A,3,1
1.64,.416153319642035,1,1,200,HBACK,3,F,A,4,1
1.47,.733744010947703,1,1,1274.96999740601,SEDAN,2,F,C,1,1
.52,.733744010946111,1,1,2014.07999801636,SEDAN,4,F,B,2,1
1.3,.733744010947703,1,1,6953.67999267578,HBACK,2,F,C,5,1
1.23,.733744010947703,1,1,200,HBACK,2,F,B,5,1
2.09,.731006160160177,1,1,1307.00999832153,SEDAN,2,M,A,3,1
.7,.651608487336091,1,1,5763.17997741699,SEDAN,4,M,C,2,1
1.36,.104038329910509,1,1,200,HBACK,1,F,A,3,1
2.88,.235455167692237,1,1,12818.6299438477,TRUCK,3,M,F,5,2
1.93,.205338809033094,1,2,400,SEDAN,1,M,A,3,1
1.49,.424366872004612,1,1,376.549999713898,HBACK,1,F,A,6,1
2.23,.57494866529305,1,1,389.949999809265,STNWG,4,M,B,4,1
2.11,.731006160160177,1,1,480,HDTOP,4,M,D,4,1
.5,.999315537294024,1,1,1216.35999679565,PANVN,4,M,C,3,1
3.61,.77481177275331,1,1,10623.3899841309,COUPE,2,F,B,3,2
.8,.758384668035035,1,1,665.639999389648,HBACK,3,M,A,1,1
2.79,.459958932235168,1,1,200,STNWG,2,F,C,2,2
1.99,.539356605060675,1,1,200,SEDAN,2,M,B,2,1
.82,.539356605062494,1,1,200,SEDAN,3,F,C,3,1
1.17,.164271047227487,1,1,9292.71997070313,STNWG,3,F,D,3,1
2.234,.635181382611336,1,1,1940.91999816895,HBACK,1,F,B,3,1
1.34,.791238877478463,1,1,369.179999828339,STNWG,4,F,C,3,1
1.35,.791238877478463,1,1,1301.75,SEDAN,3,F,A,5,1
3.414,.731006160160177,1,1,493,TRUCK,1,M,D,2,2
1.14,.654346338124014,1,1,3927.20999908447,STNWG,3,F,C,6,1
2.84,.210814510607634,1,1,389.089999675751,STNWG,3,M,F,2,2
1.07,.208076659821018,1,1,818.879999160767,HBACK,3,F,C,2,1
3.81,.405201916491933,1,1,3003.54999542236,STNWG,2,F,E,5,2
1.37,.824093086921494,1,1,423.639999866486,STNWG,4,F,D,4,1
1.74,.77481177275331,1,1,3812.28999328613,STNWG,4,M,B,2,1
2.54,.731006160157676,1,1,1221.609998703,SEDAN,1,M,B,4,2
1.27,.120465434633445,1,1,2121.78102493286,HBACK,1,F,A,4,1
1.55,.731006160160177,1,1,439.929999828339,HBACK,2,F,A,4,1
1.85,.769336071180078,1,2,1414.109998703,SEDAN,2,F,D,2,1
1.82,.77481177275331,1,2,4423.7799911499,STNWG,4,M,B,3,1
.93,.558521560574775,1,1,323.409999370575,SEDAN,4,F,B,4,1
1.71,.681724845991994,1,2,1135.12999916077,HBACK,1,F,B,6,1
4,.999315537295843,1,2,2926.19999313354,STNWG,3,F,A,5,2
1.6,.77481177275331,1,1,920.150001525879,SEDAN,1,F,C,4,1
.58,.77481177275331,1,2,2297.34999799728,HBACK,4,F,B,2,1
1.08,.843258042434172,1,1,353.769999980927,HDTOP,4,M,C,2,1
1.24,.156057494866218,1,1,480.5,HBACK,2,M,D,3,1
1.428,.731006160160177,1,1,2879.0299987793,HBACK,1,M,B,3,1
2.87,.580424366870432,1,1,1499.66999816895,STNWG,2,F,A,2,2
.46,.421629021217086,1,1,2488.69999694824,HBACK,4,M,B,4,1
1.87,.898015058177407,1,1,218.800000190735,SEDAN,2,F,B,2,1
1.8,.369609856261377,1,1,6344.94999694824,HBACK,3,M,B,6,1
2.04,.369609856261377,1,1,200,HBACK,1,F,B,4,1
1.22,.369609856261377,1,1,962.429998397827,STNWG,4,F,C,2,1
.46,.369609856261377,1,1,345,HBACK,4,M,A,4,1
1.71,.147843942504153,1,1,345,HBACK,2,F,C,3,1
4.12,.873374401089677,1,1,353.769999980927,TRUCK,2,F,D,4,2
1.74,.870636550302152,1,1,10087.8199768066,HBACK,1,F,C,3,1
3.45,.870636550302152,1,1,1200.47999954224,STNWG,2,M,A,2,2
1,.238193018479251,1,1,2548.51999664307,SEDAN,3,M,D,3,1
1.82,.339493497601836,1,1,353.769999980927,UTE,1,F,B,4,1
.29,.191649555099104,1,1,200,HBACK,4,M,B,4,1
1.5,.7885010266873,1,1,973.969997406006,HDTOP,3,F,A,3,1
.79,.536618754274969,1,1,4150.69999694824,HBACK,3,M,E,4,1
1.99,.536618754274969,1,1,200,SEDAN,2,F,C,3,1
1.76,.418891170429561,1,1,200,SEDAN,2,F,A,3,1
1.16,.772073921965784,1,2,2763.04999637604,SEDAN,3,F,C,3,1
2.19,.744695414097805,1,1,2690.95999908447,SEDAN,2,F,C,4,1
1.38,.366872005473851,1,1,441.739999771118,SEDAN,3,M,A,2,1
2.8,.802190280628338,1,1,435.909999847412,TRUCK,3,F,A,1,2
1.51,.802190280628565,1,1,812.129999160767,MIBUS,4,F,B,3,1
.83,.802190280628565,1,1,245,SEDAN,4,F,A,4,1
1.74,.802190280628167,1,2,2473.32999610901,HBACK,2,F,B,4,1
2.5,.802190280628565,1,1,1675.25,STNWG,2,M,B,5,1
1.399,.309377138942693,1,1,460.559999465942,HBACK,1,F,C,2,1
.31,.169746748801629,1,1,2066.62999725342,HBACK,4,F,B,4,1
4.5,.914442162895284,1,1,1207.61999893188,STNWG,1,M,C,4,2
2.88,.911704312107759,1,1,353.769999980927,HDTOP,2,F,D,4,2
2.38,.550308008212596,1,1,200,STNWG,2,F,B,4,1
1.41,.772073921965784,1,1,13511.1699829102,HDTOP,3,M,E,4,1
3.04,.999315537297662,1,1,1257.79999923706,TRUCK,3,M,D,2,2
.76,.533880903487443,1,1,270.849999904633,HBACK,4,F,C,5,1
2.14,.0410677618065733,1,1,200,HBACK,1,F,A,2,1
1.26,.366872005473851,1,1,558.64999961853,HBACK,2,F,A,1,1
.55,.366872005472487,1,1,989.729999542236,SEDAN,4,F,E,3,1
2,.769336071178259,1,1,6111.60998535156,SEDAN,1,M,B,1,1
3.56,.580424366868101,1,1,345,MCARA,3,F,F,5,2
1.26,.845995893221698,1,1,1875.44999694824,SEDAN,3,F,E,4,1
.45,.772073921965784,1,1,1614.84999847412,SEDAN,4,M,A,3,1
.53,.0383299110195026,1,1,29274.9899291992,SEDAN,4,M,A,4,1
1.68,.903490759752458,1,1,367.729999542236,STNWG,3,M,C,1,1
.82,.722792607797601,1,1,200,HBACK,4,M,A,2,1
2.43,.79945242984104,1,1,2492.9997253418,SEDAN,1,F,D,6,1
3.15,.79945242984104,1,1,5137.51998901367,STNWG,2,F,F,5,2
1.84,.421629021217086,1,1,547.929999351501,SEDAN,2,F,A,4,1
1.01,.520191649549815,1,1,6923.56999206543,HBACK,3,M,C,2,1
1.79,.79945242984104,1,1,372.5,STNWG,4,F,B,2,1
2.75,.900752908964932,1,1,200.029998779297,STNWG,3,M,A,3,2
.75,.580424366867703,1,1,1829.11999893188,STNWG,4,M,C,2,1
.72,.722792607797601,1,1,390,SEDAN,4,F,E,2,1
1.62,.722792607797601,1,1,200.000000383705,SEDAN,2,M,B,1,1
1.31,.334017796026785,1,1,200,HBACK,1,F,D,2,1
.74,.284736481858602,1,1,14816.6499633789,HBACK,4,F,C,3,1
1.57,.772073921969422,1,2,801.049999237061,HBACK,2,F,C,3,1
1.45,.772073921965784,1,1,637.309999465942,HBACK,1,M,B,4,1
2.54,.722792607797601,1,1,200,SEDAN,1,F,B,4,2
2.28,.364134154686326,1,1,389.949999809265,STNWG,3,M,C,4,1
1.51,.364134154686326,1,1,7229.80999755859,STNWG,4,M,C,2,1
.48,.722792607797601,1,1,353.769999980927,HBACK,4,M,C,1,1
.5,.722792607797601,1,1,427.269999980927,STNWG,4,M,C,4,1
3.24,.720054757010075,1,1,7437.94999694824,STNWG,2,F,A,2,2
1.73,.900752908962886,1,1,3135.76999664307,UTE,3,M,D,4,1
1.47,.396988364132596,1,1,14043.1799926758,HBACK,1,M,C,4,1
1.36,.848733744009223,1,1,484.66999912262,HBACK,2,F,A,3,1
1.79,.624229979462143,1,1,345,STNWG,4,M,A,2,1
1.56,.722792607801466,1,1,369.179999828339,STNWG,4,M,C,4,1
1.28,.30390143737128,1,1,10607.9062805176,HBACK,3,F,B,4,1
2.23,.314852840518142,1,1,350.289999961853,SEDAN,2,F,B,3,1
1.01,.120465434632933,1,1,200,HBACK,3,M,C,4,1
1.64,.364134154686326,1,1,200,HBACK,2,M,C,2,1
.31,.0520191649552544,1,1,920.719999313354,SEDAN,4,M,C,1,1
1.33,.720054757010075,1,1,3330.75,HBACK,2,M,B,3,1
2.8,.769336071181897,1,1,2741.5,SEDAN,3,M,A,2,2
