veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value_2,valcat
1.29,.495550992469362,0,0,0,SEDAN,3,M,C,1,1.6641,1
1.47,.835044490069777,1,2,400,SEDAN,3,F,B,2,2.1609,1
1.3,.999315537297662,0,0,0,HBACK,2,F,C,3,1.69,1
1.66,.295687885009102,0,0,0,SEDAN,2,F,D,5,2.7556,1
3.2,.213552361396069,0,0,0,SEDAN,1,F,A,2,10.24,2
1.44,.503764544831938,0,0,0,HBACK,1,M,A,5,2.0736,1
1.81,.503764544831938,0,0,0,UTE,1,M,C,4,3.2761,1
.46,.128678986995112,0,0,0,HBACK,4,F,A,1,.2116,1
1.79,.572210814506434,0,0,0,STNWG,4,M,D,2,3.2041,1
5.98,.503764544831938,0,0,0,STNWG,1,M,C,1,35.7604,3
6.68,.443531827513652,0,0,0,STNWG,1,F,E,5,44.6224,3
1.27,.922655715257861,0,0,0,HDTOP,4,F,F,2,1.6129,1
5.43,.503764544831938,0,0,0,STNWG,2,F,F,2,29.4849,3
1.71,.317590691305668,0,0,0,HBACK,2,M,B,3,2.9241,1
2.21,.125941136207985,0,0,0,UTE,3,M,C,2,4.8841,1
1.71,.602327173168305,0,0,0,SEDAN,2,F,B,5,2.9241,1
1.37,.919917864470335,0,0,0,HBACK,2,F,B,3,1.8769,1
.58,.0766598220388914,0,0,0,COUPE,4,F,A,4,.3364,1
1.82,.446269678301178,0,0,0,SEDAN,2,F,C,3,3.3124,1
1.27,.416153319642035,0,0,0,SEDAN,3,M,A,4,1.6129,1
1.38,.443531827513652,0,0,0,STNWG,4,M,A,3,1.9044,1
1.37,.125941136207985,0,0,0,HBACK,4,M,C,1,1.8769,1
2.73,.503764544831938,0,0,0,SEDAN,1,M,A,6,7.4529,2
2.3,.503764544831938,0,0,0,SEDAN,1,M,B,6,5.29,1
2.31,.416153319641637,0,0,0,HBACK,1,M,C,3,5.3361,1
1.06,.930869267620437,0,0,0,HBACK,3,F,E,6,1.1236,1
.71,.416153319642035,0,0,0,SEDAN,4,F,C,2,.5041,1
2.06,.572210814505524,0,0,0,SEDAN,2,F,C,6,4.2436,1
2.07,.446269678299927,0,0,0,SEDAN,2,M,C,3,4.2849,1
1.24,.205338809033492,0,0,0,HBACK,2,F,A,1,1.5376,1
1.37,.495550992465724,1,1,435.909999847412,HBACK,1,M,A,1,1.8769,1
3.58,.0383299110194457,0,0,0,STNWG,2,F,A,5,12.8164,2
2.39,.922655715261499,0,0,0,HBACK,1,F,B,3,5.7121,1
1.46,.503764544831938,0,0,0,SEDAN,2,F,C,3,2.1316,1
1.43,.0574948665294528,0,0,0,SEDAN,3,M,F,2,2.0449,1
4.29,.873374401089677,0,0,0,STNWG,2,F,F,3,18.4041,2
3.81,.876112251877203,1,1,5222.2799987793,UTE,1,M,D,3,14.5161,2
1.96,.446269678301178,0,0,0,SEDAN,2,M,A,5,3.8416,1
.44,.205338809033492,0,0,0,SEDAN,4,F,C,2,.1936,1
2.3,.772073921965784,0,0,0,HBACK,1,F,C,4,5.29,1
1.35,.0766598220388914,0,0,0,SEDAN,3,F,B,2,1.8225,1
.37,.416153319642035,0,0,0,HBACK,4,F,C,5,.1369,1
1.55,.416153319642035,0,0,0,HBACK,1,M,A,1,2.4025,1
1.19,.386036960982494,0,0,0,STNWG,4,F,C,1,1.4161,1
2.46,.125941136207985,0,0,0,SEDAN,1,M,D,3,6.0516,1
1.48,.123203285420459,0,0,0,HBACK,1,M,C,1,2.1904,1
1.74,.922655715256951,0,0,0,HBACK,2,F,B,6,3.0276,1
1.37,.125941136207985,0,0,0,SEDAN,2,F,A,2,1.8769,1
6.55,.446269678301178,0,0,0,RDSTR,1,M,A,4,42.9025,3
.37,.503764544831938,0,0,0,SEDAN,4,F,C,2,.1369,1
1.19,.503764544831938,0,0,0,SEDAN,3,F,D,2,1.4161,1
5.236,.177960301161875,0,0,0,STNWG,1,F,B,4,27.415696,3
1.12,.427104722792137,0,0,0,UTE,3,M,D,3,1.2544,1
2.2,.821355236133968,0,0,0,COUPE,2,F,A,5,4.84,1
.86,.139630390141974,1,1,384.5,HBACK,3,M,C,3,.7396,1
2.53,.325804243668244,0,0,0,SEDAN,1,M,A,6,6.4009,2
.83,.205338809033492,0,0,0,SEDAN,4,F,F,5,.6889,1
1.29,.446269678301178,0,0,0,SEDAN,3,M,B,3,1.6641,1
1.42,.821355236133968,0,0,0,HBACK,1,F,C,4,2.0164,1
.43,.043805612594042,0,0,0,SEDAN,4,F,A,2,.1849,1
3.06,.416153319642035,0,0,0,STNWG,3,F,C,4,9.3636,2
2.1,.602327173168305,0,0,0,STNWG,3,M,D,5,4.41,1
.89,.826830937709019,0,0,0,STNWG,4,F,C,3,.7921,1
2.8,.826830937709019,0,0,0,MIBUS,2,M,C,4,7.84,2
2.11,.553045859000122,0,0,0,UTE,2,M,A,3,4.4521,1
4.66,.416153319642035,0,0,0,STNWG,1,F,E,3,21.7156,2
2.46,.123203285420459,0,0,0,SEDAN,1,F,C,3,6.0516,1
2.66,.539356605062494,0,0,0,SEDAN,1,M,A,6,7.0756,2
.96,.547570157425071,0,0,0,SEDAN,4,F,C,6,.9216,1
1.4,.459958932235168,1,2,1563.80999851227,HBACK,2,M,E,2,1.96,1
.39,.536618754274969,0,0,0,SEDAN,4,M,B,5,.1521,1
2.42,.536618754274969,0,0,0,SEDAN,1,M,B,5,5.8564,1
.43,.536618754274969,0,0,0,UTE,4,F,C,6,.1849,1
2.04,.142368240929102,0,0,0,STNWG,4,F,F,1,4.1616,1
1.68,.0547570157423252,0,0,0,UTE,2,M,C,6,2.8224,1
1.47,.317590691305668,0,0,0,SEDAN,3,M,A,6,2.1609,1
1.3,.536618754274969,0,0,0,HBACK,1,F,E,6,1.69,1
.29,.539356605062494,0,0,0,SEDAN,4,M,C,6,.0841,1
1.39,.536618754276788,0,0,0,SEDAN,3,F,B,5,1.9321,1
.59,.459958932235168,0,0,0,SEDAN,4,F,C,2,.3481,1
3.52,.536618754274969,0,0,0,STNWG,2,F,B,4,12.3904,2
.39,.536618754274969,1,1,2706.57999420166,SEDAN,4,M,A,3,.1521,1
1.2,.536618754274969,0,0,0,SEDAN,3,F,C,4,1.44,1
1.18,.821355236133968,0,0,0,HBACK,3,F,D,4,1.3924,1
1.05,.536618754274969,0,0,0,HBACK,3,F,A,6,1.1025,1
.54,.539356605062494,0,0,0,SEDAN,4,F,C,4,.2916,1
.46,.922655715257861,0,0,0,SEDAN,4,M,C,2,.2116,1
1.51,.536618754274969,0,0,0,SEDAN,2,M,E,4,2.2801,1
.93,.536618754274969,0,0,0,SEDAN,3,F,C,5,.8649,1
1.66,.536618754274969,0,0,0,HBACK,2,F,C,4,2.7556,1
.98,.539356605062494,0,0,0,SEDAN,3,F,A,4,.9604,1
1.07,.772073921965784,0,0,0,SEDAN,3,F,A,1,1.1449,1
.31,.536618754274969,0,0,0,HBACK,4,F,B,5,.0961,1
1.71,.191649555099104,0,0,0,SEDAN,2,M,D,6,2.9241,1
.48,.539356605062494,0,0,0,SEDAN,4,F,B,6,.2304,1
.66,.536618754274969,0,0,0,SEDAN,4,M,A,4,.4356,1
1.99,.251882272415969,0,0,0,HBACK,1,M,A,5,3.9601,1
1.93,.298425735796229,0,0,0,SEDAN,2,F,E,4,3.7249,1
1.05,.684462696779519,0,0,0,SEDAN,3,F,D,3,1.1025,1
2.96,.536618754274969,0,0,0,TRUCK,2,F,D,3,8.7616,2
1.68,.536618754274969,0,0,0,STNWG,3,M,C,3,2.8224,1
.5,.536618754274969,0,0,0,STNWG,4,M,B,6,.25,1
.95,.539356605062494,0,0,0,SEDAN,4,F,A,5,.9025,1
1.31,.772073921965784,0,0,0,STNWG,4,M,B,4,1.7161,1
3.599,.643394934973003,0,0,0,STNWG,1,M,C,4,12.952801,2
5.236,.772073921965784,0,0,0,STNWG,1,M,B,3,27.415696,3
4.74,.410677618066984,0,0,0,TRUCK,1,M,F,2,22.4676,2
1.89,.462696783022693,0,0,0,SEDAN,3,M,B,3,3.5721,1
.45,.804928131414499,1,1,440.449999809265,SEDAN,4,F,B,2,.2025,1
1.79,.539356605062494,1,1,1240.63999938965,SEDAN,3,F,A,5,3.2041,1
1.27,.536618754274969,0,0,0,STNWG,4,M,B,5,1.6129,1
.71,.539356605062494,0,0,0,SEDAN,4,F,B,4,.5041,1
1.48,.536618754274969,0,0,0,UTE,4,M,C,5,2.1904,1
3.46,.536618754274969,0,0,0,STNWG,3,F,C,3,11.9716,2
.48,.539356605062494,0,0,0,HBACK,4,F,C,5,.2304,1
1.59,.459958932235168,0,0,0,MIBUS,4,F,A,4,2.5281,1
.81,.265571526349959,0,0,0,HBACK,3,F,A,3,.6561,1
.87,.536618754274969,0,0,0,HBACK,3,F,C,5,.7569,1
.41,.402464065708045,0,0,0,STNWG,4,F,C,4,.1681,1
3.32,.402464065705317,0,0,0,STNWG,1,M,C,5,11.0224,2
1.06,.462696783022693,0,0,0,HBACK,4,F,A,6,1.1236,1
1.2,.736481861735228,0,0,0,MIBUS,4,F,D,5,1.44,1
1.21,.821355236133968,0,0,0,SEDAN,2,F,D,4,1.4641,1
.7,.172484599588643,1,1,2148.37999725342,COUPE,4,M,B,4,.49,1
1.31,.459958932235168,0,0,0,SEDAN,3,M,B,4,1.7161,1
1.29,.0793976728260191,0,0,0,STNWG,3,M,C,3,1.6641,1
.77,.539356605062494,0,0,0,HBACK,3,F,A,6,.5929,1
3.58,.821355236133968,0,0,0,STNWG,2,F,F,4,12.8164,2
1.89,.459958932235168,0,0,0,SEDAN,3,F,B,3,3.5721,1
2.35,.459958932235168,0,0,0,HDTOP,3,M,A,3,5.5225,1
1.06,.177960301161875,0,0,0,HBACK,3,F,C,2,1.1236,1
1.64,.539356605062494,0,0,0,SEDAN,2,F,B,4,2.6896,1
1.66,.462696783022693,0,0,0,STNWG,4,M,B,3,2.7556,1
3.33,.536618754274969,0,0,0,STNWG,2,F,C,1,11.0889,2
4.92,.539356605062494,0,0,0,STNWG,2,M,B,4,24.2064,2
3.63,.172484599588643,0,0,0,UTE,1,M,A,2,13.1769,2
1.82,.172484599588643,0,0,0,STNWG,3,F,A,2,3.3124,1
.9,.547570157425071,0,0,0,SEDAN,4,M,A,5,.81,1
1.16,.377823408623954,0,0,0,HBACK,3,F,B,2,1.3456,1
1.82,.142368240929102,0,0,0,SEDAN,2,F,C,4,3.3124,1
1.56,.539356605062494,0,0,0,SEDAN,3,F,C,1,2.4336,1
1.14,.539356605062494,0,0,0,STNWG,4,M,C,3,1.2996,1
.59,.459958932235168,0,0,0,SEDAN,4,F,B,5,.3481,1
.81,.553045859000122,0,0,0,SEDAN,3,M,C,2,.6561,1
1.36,.536618754274969,1,1,1579.30999755859,SEDAN,3,F,B,4,1.8496,1
.6,.536618754274969,0,0,0,SEDAN,4,M,C,6,.36,1
1.3,.405201916491933,0,0,0,HBACK,2,M,E,5,1.69,1
.96,.572210814505524,0,0,0,UTE,4,M,C,1,.9216,1
.91,.536618754274969,0,0,0,HBACK,3,F,A,4,.8281,1
.59,.00821355236132604,0,0,0,COUPE,4,F,A,5,.3481,1
1.26,.459958932235168,0,0,0,HBACK,2,F,E,6,1.5876,1
2.53,.539356605062494,0,0,0,TRUCK,2,M,D,4,6.4009,2
3.02,.459958932235168,1,1,353.769999980927,PANVN,2,F,C,4,9.1204,2
2.33,.539356605062494,0,0,0,UTE,2,M,A,3,5.4289,1
.71,.539356605062494,0,0,0,SEDAN,4,M,B,6,.5041,1
1.07,.539356605062494,0,0,0,SEDAN,4,M,A,3,1.1449,1
1.45,.539356605062494,0,0,0,STNWG,4,M,A,4,2.1025,1
1.86,.290212183433653,0,0,0,HBACK,2,F,D,5,3.4596,1
1.3,.459958932235168,1,1,521.619999885559,HBACK,2,F,A,5,1.69,1
.39,.536618754274969,0,0,0,SEDAN,4,F,A,6,.1521,1
1.47,.539356605062494,0,0,0,SEDAN,2,M,B,3,2.1609,1
.41,.416153319642035,0,0,0,SEDAN,4,M,A,5,.1681,1
1.01,.457221081447642,0,0,0,STNWG,4,M,A,6,1.0201,1
2.63,.536618754274969,0,0,0,MIBUS,3,F,C,4,6.9169,2
1.18,.539356605062494,0,0,0,HDTOP,4,M,A,2,1.3924,1
.41,.539356605058856,0,0,0,SEDAN,4,M,C,6,.1681,1
1.36,.539356605062494,0,0,0,SEDAN,3,F,C,5,1.8496,1
1.45,.128678986995112,0,0,0,SEDAN,3,M,A,6,2.1025,1
.42,.539356605062494,0,0,0,STNWG,4,M,C,5,.1764,1
1.83,.539356605062494,0,0,0,SEDAN,1,F,E,4,3.3489,1
3.93,.459958932235168,1,1,200,STNWG,2,M,C,4,15.4449,2
.95,.539356605062494,0,0,0,SEDAN,4,F,C,6,.9025,1
1.04,.462696783022693,0,0,0,STNWG,4,M,C,3,1.0816,1
1.9,.536618754274969,0,0,0,SEDAN,4,F,C,6,3.61,1
2.8,.744695414096441,0,0,0,SEDAN,1,M,A,2,7.84,2
3.31,.706365503079326,0,0,0,STNWG,2,M,C,2,10.9561,2
3.02,.536618754274969,0,0,0,STNWG,3,F,E,4,9.1204,2
1.91,.462696783022693,1,1,390,HDTOP,4,M,D,6,3.6481,1
2.198,.334017796029002,0,0,0,HBACK,1,F,C,3,4.831204,1
.41,.536618754274969,0,0,0,SEDAN,4,F,B,5,.1681,1
1.22,.462696783022693,0,0,0,SEDAN,3,F,C,6,1.4884,1
1.23,.462696783022693,0,0,0,HBACK,4,M,A,4,1.5129,1
1.27,.539356605062494,0,0,0,STNWG,4,M,B,5,1.6129,1
1.41,.473648186172795,0,0,0,UTE,3,F,E,3,1.9881,1
.24,.922655715257861,1,1,200,HBACK,4,F,B,5,.0576,1
.2,.459958932235168,0,0,0,HBACK,4,F,A,3,.04,1
1.03,.539356605062494,0,0,0,HBACK,2,F,E,6,1.0609,1
1.16,.539356605062494,0,0,0,STNWG,4,M,F,3,1.3456,1
1.47,.539356605062494,0,0,0,HBACK,1,F,A,6,2.1609,1
.85,.459958932235168,0,0,0,HBACK,3,M,B,2,.7225,1
1.59,.298425735796627,0,0,0,HBACK,1,F,B,4,2.5281,1
3.12,.772073921965784,0,0,0,STNWG,2,M,F,4,9.7344,2
1.05,.459958932235168,0,0,0,SEDAN,4,F,C,3,1.1025,1
1.9,.123203285420459,0,0,0,HDTOP,3,M,C,2,3.61,1
.87,.539356605062494,0,0,0,HBACK,3,F,D,3,.7569,1
1.1,.821355236133968,0,0,0,STNWG,4,M,C,3,1.21,1
1.08,.536618754274969,0,0,0,SEDAN,3,F,C,4,1.1664,1
2.07,.350444900752336,0,0,0,STNWG,1,M,A,3,4.2849,1
1.39,.536618754274969,0,0,0,STNWG,4,F,A,4,1.9321,1
4.71,.933607118405234,0,0,0,STNWG,1,F,E,3,22.1841,2
1,.459958932235168,1,1,413.179999828339,HBACK,3,F,C,3,1,1
2.33,.539356605062494,0,0,0,SEDAN,1,F,D,5,5.4289,1
1.68,.895277207389881,0,0,0,HBACK,3,F,C,5,2.8224,1
5.43,.539356605062494,0,0,0,STNWG,2,F,C,4,29.4849,3
3.02,.539356605062494,0,0,0,STNWG,3,F,B,4,9.1204,2
1.52,.331279945241477,0,0,0,HBACK,3,M,B,5,2.3104,1
1.47,.539356605062494,0,0,0,SEDAN,2,F,D,4,2.1609,1
4.54,.539356605062494,0,0,0,STNWG,2,M,C,2,20.6116,2
2.89,.539356605062494,0,0,0,STNWG,3,M,A,3,8.3521,2
1.99,.459958932235168,0,0,0,STNWG,4,M,C,5,3.9601,1
1.79,.539356605062494,0,0,0,SEDAN,2,M,B,4,3.2041,1
1.6,.92265571525968,0,0,0,SEDAN,3,F,C,4,2.56,1
.61,.462696783022693,0,0,0,STNWG,4,F,B,2,.3721,1
2.36,.793976728265989,0,0,0,SEDAN,1,F,C,4,5.5696,1
.66,.999315537297662,0,0,0,SEDAN,4,M,C,3,.4356,1
.97,.536618754274969,0,0,0,UTE,3,M,C,1,.9409,1
4.56,.536618754274969,0,0,0,TRUCK,1,M,D,5,20.7936,2
5.27,.865160848727101,0,0,0,STNWG,1,M,F,3,27.7729,3
.93,.539356605062494,0,0,0,SEDAN,3,F,A,5,.8649,1
1.64,.539356605062494,0,0,0,SEDAN,2,F,C,4,2.6896,1
2.84,.446269678301178,0,0,0,STNWG,3,M,C,3,8.0656,2
.94,.539356605062494,0,0,0,HBACK,3,F,B,4,.8836,1
4.23,.164271047227885,0,0,0,STNWG,2,F,A,4,17.8929,2
.91,.131416837781217,0,0,0,SEDAN,4,M,A,4,.8281,1
2.27,.821355236133968,0,0,0,SEDAN,1,M,D,1,5.1529,1
1.02,.539356605062494,0,0,0,STNWG,4,M,A,3,1.0404,1
4.54,.999315537297662,0,0,0,STNWG,1,M,A,4,20.6116,2
.76,.459958932234258,0,0,0,HBACK,4,F,C,1,.5776,1
1.27,.459958932235168,0,0,0,SEDAN,4,F,C,4,1.6129,1
3.46,.588637919230678,0,0,0,UTE,2,M,C,2,11.9716,2
.86,.459958932235168,0,0,0,UTE,4,F,E,3,.7396,1
2.02,.772073921965784,0,0,0,SEDAN,2,F,C,5,4.0804,1
1.51,.459958932235168,0,0,0,SEDAN,3,F,C,4,2.2801,1
1.71,.459958932235168,0,0,0,SEDAN,2,M,E,2,2.9241,1
1.74,.169746748801117,0,0,0,HBACK,2,M,B,3,3.0276,1
.91,.539356605062494,0,0,0,HBACK,3,F,D,6,.8281,1
2.42,.793976728265989,0,0,0,UTE,3,M,E,2,5.8564,1
.7,.539356605062494,0,0,0,HBACK,4,M,A,5,.49,1
.98,.123203285420459,0,0,0,HBACK,2,F,C,3,.9604,1
.46,.536618754274969,0,0,0,PANVN,4,M,A,6,.2116,1
1.06,.536618754271331,0,0,0,SEDAN,3,M,B,4,1.1236,1
2.14,.536618754274969,0,0,0,SEDAN,3,F,A,6,4.5796,1
2.81,.536618754274969,0,0,0,STNWG,3,M,C,4,7.8961,2
.5,.536618754274969,0,0,0,HBACK,4,F,B,4,.25,1
1.87,.0876112251881977,0,0,0,SEDAN,1,F,C,4,3.4969,1
1.05,.772073921965784,0,0,0,SEDAN,3,F,F,4,1.1025,1
3.04,.922655715257861,0,0,0,STNWG,3,F,C,3,9.2416,2
1.73,.922655715257861,0,0,0,SEDAN,3,M,B,2,2.9929,1
1.58,.536618754274969,0,0,0,HBACK,3,F,A,2,2.4964,1
1.05,.536618754274969,0,0,0,SEDAN,3,M,C,3,1.1025,1
2.66,.501026694044413,0,0,0,STNWG,3,F,E,3,7.0756,2
.79,.539356605062494,0,0,0,SEDAN,3,F,C,5,.6241,1
1.47,.539356605062494,0,0,0,SEDAN,2,M,B,4,2.1609,1
1.47,.536618754275423,1,1,200,SEDAN,2,F,C,2,2.1609,1
1.65,.459958932235168,0,0,0,SEDAN,2,F,B,5,2.7225,1
.98,.536618754274969,0,0,0,SEDAN,4,F,A,2,.9604,1
1.41,.999315537299481,1,1,8879.85998535156,SEDAN,2,M,E,4,1.9881,1
1.56,.572210814505524,0,0,0,STNWG,4,M,D,5,2.4336,1
1.92,.459958932235168,0,0,0,SEDAN,2,M,D,5,3.6864,1
1.36,.498288843256887,0,0,0,HBACK,2,F,B,6,1.8496,1
1.15,.123203285420459,0,0,0,SEDAN,3,F,B,3,1.3225,1
1.58,.498288843256887,0,0,0,STNWG,4,M,C,4,2.4964,1
1.95,.821355236137606,0,0,0,HBACK,1,M,B,4,3.8025,1
3.1,.813141683775029,1,1,389.949999809265,STNWG,3,M,E,2,9.61,2
1.62,.410677618068576,0,0,0,HBACK,1,M,F,5,2.6244,1
.78,.793976728265989,0,0,0,SEDAN,4,F,B,2,.6084,1
1.57,.043805612594042,0,0,0,STNWG,3,F,C,1,2.4649,1
2.8,.347707049964413,0,0,0,STNWG,1,M,B,1,7.84,2
1.79,.637919233398861,0,0,0,UTE,4,M,C,2,3.2041,1
.5,.0219028062968505,0,0,0,HBACK,4,F,D,5,.25,1
1.13,.427104722792137,1,1,200,SEDAN,4,F,B,1,1.2769,1
.96,.125941136207985,0,0,0,HBACK,3,F,D,4,.9216,1
.58,.41341546885451,0,0,0,HBACK,4,F,A,4,.3364,1
2.19,.0848733744005585,0,0,0,SEDAN,1,F,A,1,4.7961,1
.87,.402464065707647,0,0,0,SEDAN,3,F,A,3,.7569,1
3.22,.922655715257861,1,1,1228.42001342773,SEDAN,1,M,B,5,10.3684,2
4.8,.772073921968058,0,0,0,TRUCK,1,M,B,2,23.04,2
2.6,.498288843256887,0,0,0,HDTOP,1,F,A,2,6.76,2
4.48,.172484599588643,0,0,0,STNWG,1,F,A,4,20.0704,2
1.19,.826830937709019,0,0,0,STNWG,4,M,C,2,1.4161,1
5.633,.416153319642035,0,0,0,STNWG,1,M,A,5,31.730689,3
1.41,.186173853524451,0,0,0,HBACK,1,F,A,2,1.9881,1
.44,.172484599588643,0,0,0,SEDAN,4,F,B,4,.1936,1
2.17,.429842573579265,0,0,0,SEDAN,2,M,B,2,4.7089,1
3.9,.821355236133968,0,0,0,STNWG,2,M,F,2,15.21,2
2.25,.446269678301178,0,0,0,SEDAN,2,F,C,4,5.0625,1
2.23,.172484599588643,0,0,0,SEDAN,2,M,C,6,4.9729,1
.62,.446269678301178,1,1,367.729999542236,HBACK,4,M,A,2,.3844,1
1.41,.722792607797601,0,0,0,HBACK,1,M,C,2,1.9881,1
4.349,.0273785078711626,0,0,0,UTE,1,M,D,3,18.913801,2
.88,.446269678302315,0,0,0,HBACK,3,F,B,1,.7744,1
1.76,.498288843256887,0,0,0,SEDAN,2,M,C,2,3.0976,1
1.18,.172484599588643,0,0,0,STNWG,4,M,C,2,1.3924,1
1.49,.00273785078712763,0,0,0,STNWG,4,M,B,4,2.2201,1
1.41,.761122518815682,0,0,0,SEDAN,3,M,B,2,1.9881,1
1.799,.876112251877203,0,0,0,SEDAN,1,F,C,3,3.236401,1
1.15,.172484599588643,1,1,707.999999046326,HBACK,2,F,C,2,1.3225,1
.55,.59958932238078,0,0,0,PANVN,4,F,C,4,.3025,1
1.16,.662559890482498,0,0,0,SEDAN,3,F,E,3,1.3456,1
1.8,.498288843256887,0,0,0,UTE,2,M,C,3,3.24,1
2.58,.569472963717999,0,0,0,STNWG,2,F,A,5,6.6564,2
3.07,.826830937709019,0,0,0,STNWG,3,F,E,2,9.4249,2
.68,.0711841204652615,0,0,0,HBACK,4,M,B,3,.4624,1
2.83,.835044490071596,1,1,6989.94999694824,STNWG,1,M,A,2,8.0089,2
1.35,.553045859000122,0,0,0,UTE,4,M,E,2,1.8225,1
2.09,.922655715257861,1,1,200,SEDAN,2,M,B,3,4.3681,1
1.8,.284736481860818,0,0,0,SEDAN,3,F,B,5,3.24,1
1.93,.446269678301178,0,0,0,HBACK,1,M,A,1,3.7249,1
2.72,.177960301161875,0,0,0,SEDAN,1,M,D,2,7.3984,2
.77,.416153319642035,0,0,0,UTE,4,M,A,2,.5929,1
1.84,.224503764544352,0,0,0,STNWG,4,F,E,2,3.3856,1
1.35,.0766598220388914,0,0,0,SEDAN,3,F,D,4,1.8225,1
.71,.501026694044413,0,0,0,SEDAN,4,M,A,2,.5041,1
2.02,.572210814505524,0,0,0,STNWG,3,M,F,2,4.0804,1
2.95,.0766598220388914,0,0,0,STNWG,3,F,B,2,8.7025,2
1.34,.123203285420459,0,0,0,COUPE,3,F,B,3,1.7956,1
1.86,.172484599588643,0,0,0,SEDAN,2,M,B,4,3.4596,1
2.14,.922655715257861,0,0,0,UTE,3,M,D,5,4.5796,1
3.44,.443531827513254,1,1,200,TRUCK,2,M,E,1,11.8336,2
3.32,.123203285420459,0,0,0,SEDAN,3,F,A,3,11.0224,2
1.46,.0657084188906083,0,0,0,HBACK,3,F,B,2,2.1316,1
2.76,.772073921965784,0,0,0,STNWG,1,M,E,3,7.6176,2
1.79,.922655715257861,0,0,0,STNWG,4,F,B,3,3.2041,1
.72,.416153319642376,0,0,0,HBACK,3,F,E,3,.5184,1
2.46,.772073921965784,0,0,0,STNWG,2,M,A,2,6.0516,1
2.77,.421629021217086,0,0,0,STNWG,2,F,C,5,7.6729,2
1.2,.202600958245966,0,0,0,UTE,3,M,A,3,1.44,1
1.43,.416153319642035,0,0,0,HBACK,1,F,C,1,2.0449,1
1.559,.698151950717147,0,0,0,HBACK,1,F,B,3,2.430481,1
1.55,.793976728265989,0,0,0,HBACK,2,F,E,2,2.4025,1
3.749,.41341546885451,0,0,0,STNWG,1,F,B,2,14.055001,2
1.578,.772073921965784,0,0,0,HBACK,1,M,D,4,2.490084,1
2.29,.229979466117584,0,0,0,SEDAN,1,F,E,4,5.2441,1
1.71,.00821355236132604,0,0,0,SEDAN,2,F,B,4,2.9241,1
.85,.416153319642035,0,0,0,HBACK,3,M,D,4,.7225,1
5.236,.772073921965784,1,1,20129.3899536133,STNWG,1,M,C,2,27.415696,3
.29,.229979466117584,0,0,0,SEDAN,4,M,F,4,.0841,1
5.25,.440793976726127,0,0,0,STNWG,1,M,B,6,27.5625,3
.95,.0848733744005585,0,0,0,SEDAN,3,F,F,3,.9025,1
3.51,.772073921965784,0,0,0,STNWG,3,M,F,2,12.3201,2
3.89,.446269678301178,0,0,0,STNWG,1,F,A,3,15.1321,2
1.54,.416153319641126,0,0,0,SEDAN,2,F,E,3,2.3716,1
1.99,.572210814505524,0,0,0,SEDAN,2,M,B,5,3.9601,1
3.75,.77207392196442,1,1,500,HDTOP,2,M,F,1,14.0625,2
1.93,.64613278576104,0,0,0,STNWG,4,F,C,4,3.7249,1
1.03,.416153319642035,0,0,0,HBACK,3,F,A,3,1.0609,1
1.1,.49007529089431,0,0,0,HBACK,2,M,C,6,1.21,1
.62,.769336071178259,0,0,0,SEDAN,4,M,F,4,.3844,1
1.94,.202600958245966,0,0,0,PANVN,2,M,C,2,3.7636,1
3.06,.186173853524451,0,0,0,STNWG,3,F,A,5,9.3636,2
3.31,.205338809033492,0,0,0,STNWG,2,M,C,2,10.9561,2
3.43,.821355236133968,0,0,0,STNWG,3,F,C,1,11.7649,2
1.09,.0766598220388914,0,0,0,HBACK,3,F,A,5,1.1881,1
2.81,.142368240929102,0,0,0,UTE,2,M,D,2,7.8961,2
2.05,.577686516080576,0,0,0,SEDAN,3,F,F,4,4.2025,1
.91,.577686516080576,0,0,0,SEDAN,4,M,C,4,.8281,1
3.96,.772073921965386,1,1,9185.89999389648,STNWG,2,M,B,2,15.6816,2
2.33,.386036960982892,0,0,0,STNWG,3,F,F,2,5.4289,1
2.72,.769336071178259,0,0,0,STNWG,3,F,A,5,7.3984,2
2.2,.772073921965784,1,1,353.769999980927,HBACK,1,F,A,2,4.84,1
.62,.416153319642035,0,0,0,HBACK,4,F,B,2,.3844,1
1.4,.772073921965784,0,0,0,STNWG,4,M,C,4,1.96,1
1.8,.772073921965784,0,0,0,SEDAN,3,M,C,3,3.24,1
.89,.205338809033492,0,0,0,HBACK,3,F,F,2,.7921,1
1.31,.821355236133968,0,0,0,HBACK,1,F,C,5,1.7161,1
1.31,.416153319642035,0,0,0,SEDAN,2,F,B,1,1.7161,1
1.87,.416153319642035,0,0,0,STNWG,2,M,D,4,3.4969,1
1.35,.172484599588643,0,0,0,SEDAN,2,F,A,2,1.8225,1
.77,.772073921965784,0,0,0,HBACK,4,F,C,2,.5929,1
1.61,.416153319642035,0,0,0,SEDAN,2,F,C,4,2.5921,1
1.05,.440793976726127,0,0,0,HBACK,4,F,C,2,1.1025,1
1.11,.41341546885451,0,0,0,UTE,3,F,C,1,1.2321,1
2.16,.41341546885451,0,0,0,SEDAN,1,F,C,5,4.6656,1
1.17,.821355236133968,1,1,2414.53999328613,STNWG,4,F,E,3,1.3689,1
.34,.172484599588643,0,0,0,HBACK,4,M,A,4,.1156,1
